Datum;Unfaelle_mit_Alkoholeinfluss;Unfaelle_Fahrrad;Unfaelle_Motorrad_roller;Verunglueckte_Kinder_u15J;Verunglueckte_Fussgaenger;Verunglueckte_auf_EScooter;Getoetete_insgesamt;PKWPersschaden
10.05.2020;80;219;49;53;18;;7;279
11.05.2020;50;134;19;28;53;;4;487
12.05.2020;48;210;22;50;52;;6;475
13.05.2020;44;223;30;38;54;;4;446
14.05.2020;64;257;40;50;52;;7;500
15.05.2020;88;271;57;43;61;;7;572
16.05.2020;111;278;83;67;44;;5;401
17.05.2020;112;329;167;61;26;;13;311
18.05.2020;73;336;82;63;59;;12;611
19.05.2020;72;375;92;95;66;;9;667
20.05.2020;75;383;95;84;91;;12;658
21.05.2020;312;657;238;70;44;;11;440
22.05.2020;114;343;71;50;68;;6;511
23.05.2020;83;168;36;49;36;;4;362
24.05.2020;100;168;58;54;22;;4;248
25.05.2020;52;254;32;61;53;;6;492
26.05.2020;73;350;88;75;67;;12;604
27.05.2020;72;443;85;75;77;;8;651
28.05.2020;74;386;74;84;75;;7;718
29.05.2020;103;381;121;73;73;;8;710
30.05.2020;128;343;108;98;51;;16;557
31.05.2020;159;325;136;70;36;;7;387
01.06.2020;108;506;201;94;43;;12;489
02.06.2020;76;508;92;92;73;;16;782
03.06.2020;75;449;71;89;55;;10;696
04.06.2020;55;249;25;83;61;;6;630
05.06.2020;84;253;31;63;60;;4;635
06.06.2020;127;205;28;54;47;;10;426
07.06.2020;119;164;33;43;24;;6;248
08.06.2020;59;308;53;80;69;;6;575
09.06.2020;52;289;44;71;46;;6;549
10.06.2020;65;306;35;65;59;;7;568
11.06.2020;94;283;61;69;48;;5;436
12.06.2020;119;518;160;92;92;;12;798
13.06.2020;157;329;84;86;65;;5;521
14.06.2020;95;142;32;39;26;;14;319
15.06.2020;84;341;38;86;72;;6;678
16.06.2020;63;356;53;66;75;;9;671
17.06.2020;93;381;46;89;77;;10;626
18.06.2020;58;386;55;88;69;;11;666
19.06.2020;94;330;69;97;74;;1;642
20.06.2020;151;313;57;79;56;;6;481
21.06.2020;143;359;147;66;37;;17;401
22.06.2020;74;390;83;100;71;;11;657
23.06.2020;76;526;98;126;86;;10;771
24.06.2020;82;537;111;117;74;;4;820
25.06.2020;81;491;88;89;69;;5;769
26.06.2020;119;527;115;99;67;;12;797
27.06.2020;167;375;76;74;54;;6;541
28.06.2020;143;301;61;57;39;;4;308
29.06.2020;66;383;59;96;72;;10;649
30.06.2020;72;425;75;99;50;;14;683
01.07.2020;77;370;48;91;65;;6;740
02.07.2020;67;396;48;100;61;;5;674
03.07.2020;95;385;87;96;60;;8;658
04.07.2020;180;333;113;71;50;;12;516
05.07.2020;131;279;86;62;38;;5;387
06.07.2020;62;332;51;85;82;;11;686
07.07.2020;56;401;63;93;80;;9;647
08.07.2020;57;316;35;71;52;;5;628
09.07.2020;85;398;69;107;74;;10;695
10.07.2020;107;312;66;71;81;;11;638
11.07.2020;161;307;88;83;53;;9;506
12.07.2020;142;368;146;60;43;;10;397
13.07.2020;75;473;94;110;62;;10;760
14.07.2020;71;441;63;99;69;;7;683
15.07.2020;76;305;42;80;55;;9;619
16.07.2020;69;284;45;60;64;;7;615
17.07.2020;103;308;77;76;62;;4;618
18.07.2020;181;409;105;87;65;;9;537
19.07.2020;154;332;148;52;27;;11;366
20.07.2020;60;392;76;83;40;;11;608
21.07.2020;69;470;75;93;69;;9;635
22.07.2020;78;423;74;77;48;;15;622
23.07.2020;87;422;99;86;58;;9;718
24.07.2020;118;393;84;104;65;;2;670
25.07.2020;168;377;108;76;46;;12;462
26.07.2020;139;207;58;53;30;;10;320
27.07.2020;56;406;61;80;58;;8;623
28.07.2020;69;401;55;78;63;;10;593
29.07.2020;66;415;99;79;71;;7;643
30.07.2020;80;401;117;94;72;;12;689
31.07.2020;121;449;137;102;79;;14;819
01.08.2020;186;333;112;62;47;;9;527
02.08.2020;150;229;77;53;29;;11;377
03.08.2020;72;287;47;86;69;;7;618
04.08.2020;67;356;54;79;66;;4;628
05.08.2020;80;471;104;91;56;;10;715
06.08.2020;94;497;107;80;70;;15;753
07.08.2020;136;439;123;86;63;;13;781
08.08.2020;181;335;96;77;56;;11;553
09.08.2020;151;286;101;53;28;;9;372
10.08.2020;69;348;76;72;56;;12;654
11.08.2020;87;418;67;84;53;;10;690
12.08.2020;95;419;76;81;65;;9;692
13.08.2020;94;384;71;107;60;;5;606
14.08.2020;98;358;59;93;81;;11;713
15.08.2020;175;278;72;57;44;;12;479
16.08.2020;170;336;139;85;28;;9;416
17.08.2020;68;323;54;117;72;;8;675
18.08.2020;62;397;60;97;71;;9;617
19.08.2020;76;446;89;100;67;;6;704
20.08.2020;91;445;84;90;83;;16;691
21.08.2020;117;436;97;100;68;;3;742
22.08.2020;163;278;92;77;54;;10;539
23.08.2020;136;249;99;58;32;;5;371
24.08.2020;51;348;64;103;75;;3;638
25.08.2020;69;411;71;81;74;;10;635
26.08.2020;65;295;50;61;73;;5;613
27.08.2020;63;426;93;103;81;;7;679
28.08.2020;106;311;56;82;63;;5;653
29.08.2020;145;231;93;67;40;;7;469
30.08.2020;134;154;62;45;29;;6;383
31.08.2020;52;314;46;88;66;;12;686
01.09.2020;61;366;45;87;70;;6;698
02.09.2020;75;455;73;113;84;;7;735
03.09.2020;66;394;69;83;80;;10;741
04.09.2020;89;406;110;106;71;;8;746
05.09.2020;161;267;90;52;48;;8;562
06.09.2020;152;220;93;48;31;;8;377
07.09.2020;75;405;80;93;84;;7;702
08.09.2020;64;398;75;101;87;;7;697
09.09.2020;76;430;70;78;87;;12;694
10.09.2020;74;428;73;123;89;;13;753
11.09.2020;120;480;121;119;99;;9;802
12.09.2020;174;366;132;80;57;;19;561
13.09.2020;173;371;188;80;48;;11;523
14.09.2020;72;455;97;94;84;;6;801
15.09.2020;75;529;100;144;76;;12;871
16.09.2020;82;529;94;137;73;;5;761
17.09.2020;83;476;75;135;96;;6;791
18.09.2020;86;540;112;168;100;;14;936
19.09.2020;188;361;143;79;62;;14;567
20.09.2020;159;352;171;81;54;;8;520
21.09.2020;60;456;94;110;87;;9;850
22.09.2020;65;496;107;126;94;;19;817
23.09.2020;75;421;77;103;79;;8;724
24.09.2020;73;393;48;103;89;;10;802
25.09.2020;105;285;39;89;66;;10;726
26.09.2020;171;129;14;47;56;;6;579
27.09.2020;150;115;30;31;28;;4;326
28.09.2020;55;291;37;103;75;;5;676
29.09.2020;66;409;38;107;78;;5;768
30.09.2020;73;390;50;103;79;;4;710
01.10.2020;66;338;43;98;108;;15;788
02.10.2020;97;352;66;135;84;;10;735
03.10.2020;164;160;53;43;28;;5;357
04.10.2020;148;174;67;50;47;;8;394
05.10.2020;57;267;30;90;71;;8;687
06.10.2020;63;283;28;86;81;;4;746
07.10.2020;62;292;20;105;75;;14;727
08.10.2020;81;323;32;85;87;;5;800
09.10.2020;120;359;42;89;94;;13;863
10.10.2020;185;175;43;51;56;;9;518
11.10.2020;156;111;24;35;23;;3;291
12.10.2020;59;242;30;60;78;;8;624
13.10.2020;61;245;36;65;66;;9;600
14.10.2020;75;203;15;52;78;;9;635
15.10.2020;76;230;13;51;63;;5;635
16.10.2020;88;200;22;61;77;;8;632
17.10.2020;146;138;31;46;41;;7;414
18.10.2020;145;94;28;28;20;;2;272
19.10.2020;62;233;25;53;64;;5;565
20.10.2020;58;204;27;43;62;;5;515
21.10.2020;57;247;56;49;89;;9;620
22.10.2020;78;287;65;64;86;;7;678
23.10.2020;122;264;29;55;71;;5;733
24.10.2020;152;208;55;68;58;;7;489
25.10.2020;138;174;111;44;51;;15;392
26.10.2020;34;244;17;50;69;;6;607
27.10.2020;49;253;27;72;62;;5;552
28.10.2020;54;275;22;65;74;;7;640
29.10.2020;81;280;15;89;92;;3;753
30.10.2020;100;280;25;81;111;;6;805
31.10.2020;154;265;116;38;45;;10;493
01.11.2020;144;120;10;20;25;;4;306
02.11.2020;55;318;22;60;82;;5;634
03.11.2020;58;254;24;49;66;;6;525
04.11.2020;62;235;25;59;63;;2;526
05.11.2020;65;209;23;55;91;;3;590
06.11.2020;76;226;19;69;84;;8;581
07.11.2020;107;195;59;33;34;;8;391
08.11.2020;91;138;43;21;24;;8;233
09.11.2020;57;221;13;73;97;;4;535
10.11.2020;41;259;23;64;76;;3;553
11.11.2020;59;237;9;71;61;;8;551
12.11.2020;69;201;9;52;70;;8;501
13.11.2020;89;256;23;67;94;;11;639
14.11.2020;124;230;58;46;69;;7;444
15.11.2020;94;162;48;32;32;;9;263
16.11.2020;61;225;18;66;98;;4;586
17.11.2020;58;247;11;68;87;;13;591
18.11.2020;49;303;40;76;92;;3;597
19.11.2020;65;214;18;66;87;;8;597
20.11.2020;78;201;12;47;86;;7;587
21.11.2020;129;117;15;37;49;;9;351
22.11.2020;83;63;9;30;30;;3;205
23.11.2020;59;247;15;75;96;;7;631
24.11.2020;41;207;11;50;81;;5;543
25.11.2020;57;206;11;61;86;;8;550
26.11.2020;50;184;15;45;79;;4;566
27.11.2020;91;213;13;72;89;;10;640
28.11.2020;95;109;11;29;53;;3;338
29.11.2020;83;51;9;17;21;;2;173
30.11.2020;52;160;13;37;117;;11;632
01.12.2020;45;194;12;54;95;;11;731
02.12.2020;43;183;3;61;88;;8;518
03.12.2020;41;175;9;77;102;;5;522
04.12.2020;75;176;5;68;111;;7;573
05.12.2020;119;98;6;29;51;;3;391
06.12.2020;97;47;4;23;25;;4;234
07.12.2020;53;222;9;57;99;;7;652
08.12.2020;56;189;8;57;93;;7;569
09.12.2020;54;165;5;57;90;;9;545
10.12.2020;56;182;8;59;87;;7;549
11.12.2020;72;164;4;58;109;;5;585
12.12.2020;101;94;4;30;52;;4;356
13.12.2020;82;40;6;15;15;;1;162
14.12.2020;60;217;5;52;102;;9;739
15.12.2020;57;208;12;54;138;;14;718
16.12.2020;61;184;9;24;69;;12;514
17.12.2020;80;157;9;25;65;;2;449
18.12.2020;74;184;10;25;68;;6;538
19.12.2020;93;139;25;22;58;;3;405
20.12.2020;53;60;6;12;16;;2;157
21.12.2020;61;148;5;36;98;;8;495
22.12.2020;76;128;11;11;70;;5;423
23.12.2020;82;128;2;20;104;;9;467
24.12.2020;89;40;2;11;32;;11;234
25.12.2020;80;34;1;22;21;;8;196
26.12.2020;53;40;0;17;21;;3;132
27.12.2020;58;23;1;10;26;;5;178
28.12.2020;52;74;6;32;47;;5;300
29.12.2020;56;114;6;18;47;;3;282
30.12.2020;72;100;4;27;55;;3;339
31.12.2020;91;61;2;25;37;;4;230
01.01.2021;149;29;1;5;15;4;5;128
02.01.2021;56;60;3;22;38;2;8;223
03.01.2021;37;20;1;21;19;0;1;168
04.01.2021;46;77;1;10;60;3;1;297
05.01.2021;55;88;1;34;72;4;5;321
06.01.2021;58;76;1;26;56;4;5;351
07.01.2021;46;77;2;20;52;0;4;346
08.01.2021;58;89;2;25;49;3;3;400
09.01.2021;81;53;2;12;33;2;4;247
10.01.2021;83;46;6;12;22;1;6;205
11.01.2021;38;125;9;22;77;2;5;433
12.01.2021;47;125;4;26;89;2;5;641
13.01.2021;32;179;4;20;62;2;5;427
14.01.2021;42;84;3;20;55;4;3;417
15.01.2021;57;82;4;24;49;2;3;349
16.01.2021;80;46;2;10;23;3;3;199
17.01.2021;84;23;1;12;17;4;1;198
18.01.2021;44;89;5;23;57;4;7;381
19.01.2021;46;109;2;21;80;8;3;470
20.01.2021;49;110;9;14;65;2;8;373
21.01.2021;34;108;4;23;69;7;2;371
22.01.2021;63;117;16;27;47;5;5;385
23.01.2021;91;75;2;17;25;3;2;248
24.01.2021;67;28;1;9;12;2;0;217
25.01.2021;42;100;2;19;66;3;8;487
26.01.2021;37;96;5;16;48;0;4;425
27.01.2021;41;92;2;19;57;2;4;347
28.01.2021;47;94;1;15;74;0;6;407
29.01.2021;72;107;5;42;79;6;10;568
30.01.2021;87;51;3;19;51;2;7;296
31.01.2021;66;40;5;13;23;1;5;166
01.02.2021;47;106;5;16;54;0;3;390
02.02.2021;36;80;3;23;67;5;7;354
03.02.2021;46;84;3;30;73;2;3;392
04.02.2021;51;135;11;33;74;2;2;413
05.02.2021;89;108;8;33;61;7;4;392
06.02.2021;92;64;3;17;36;2;4;273
07.02.2021;63;22;4;12;18;1;2;222
08.02.2021;40;38;1;16;45;1;0;395
09.02.2021;42;34;2;16;34;3;2;287
10.02.2021;37;26;4;22;46;1;5;431
11.02.2021;39;33;1;18;48;0;5;354
12.02.2021;50;34;0;26;50;0;5;399
13.02.2021;85;33;2;25;43;2;5;298
14.02.2021;89;36;1;18;22;0;2;185
15.02.2021;37;31;2;12;38;0;3;373
16.02.2021;46;74;1;18;51;3;3;340
17.02.2021;38;83;11;15;47;2;1;315
18.02.2021;45;128;10;37;56;4;8;466
19.02.2021;52;152;30;38;71;3;5;476
20.02.2021;121;192;66;41;57;7;11;361
21.02.2021;96;238;125;37;40;5;4;369
22.02.2021;41;180;26;44;61;3;6;449
23.02.2021;37;235;47;49;56;3;7;464
24.02.2021;59;302;56;64;67;9;8;543
25.02.2021;54;281;47;66;69;9;5;553
26.02.2021;55;183;21;39;65;3;6;472
27.02.2021;90;122;32;43;44;8;7;301
28.02.2021;85;125;32;23;21;2;3;213
01.03.2021;33;195;36;43;67;3;8;490
02.03.2021;43;239;39;59;74;7;13;525
03.03.2021;52;200;35;46;56;6;3;480
04.03.2021;43;145;13;32;56;4;5;400
05.03.2021;51;125;17;51;78;2;3;473
06.03.2021;90;123;18;33;59;5;7;367
07.03.2021;72;75;20;14;19;1;3;167
08.03.2021;35;152;21;35;34;5;7;448
09.03.2021;39;120;16;34;46;3;7;391
10.03.2021;33;127;11;28;49;2;8;378
11.03.2021;33;102;7;42;57;7;6;416
12.03.2021;58;123;8;27;52;2;5;408
13.03.2021;105;64;9;29;27;4;1;323
14.03.2021;91;40;5;14;18;2;4;181
15.03.2021;51;129;8;42;67;3;5;485
16.03.2021;36;117;13;44;64;6;7;419
17.03.2021;40;142;11;45;44;4;3;429
18.03.2021;54;124;9;40;51;6;6;405
19.03.2021;75;153;10;35;57;4;5;576
20.03.2021;107;98;15;31;40;4;1;319
21.03.2021;68;46;8;17;14;2;1;153
22.03.2021;49;142;15;36;54;6;5;410
23.03.2021;44;139;16;33;46;4;3;357
24.03.2021;58;216;72;60;78;2;6;523
25.03.2021;48;199;39;57;53;4;6;483
26.03.2021;73;278;60;65;68;9;6;592
27.03.2021;89;98;16;36;32;2;6;302
28.03.2021;83;131;85;32;28;6;4;220
29.03.2021;50;275;87;69;64;6;13;625
30.03.2021;68;356;125;77;72;12;18;712
31.03.2021;83;403;121;89;75;10;12;707
01.04.2021;88;310;112;79;57;12;8;673
02.04.2021;77;136;73;22;24;4;6;234
03.04.2021;93;157;47;45;51;9;3;380
04.04.2021;78;101;36;31;19;4;7;210
05.04.2021;43;37;3;22;8;1;2;223
06.04.2021;52;104;10;31;47;5;6;643
07.04.2021;40;93;6;25;41;2;4;434
08.04.2021;42;97;9;22;36;4;4;369
09.04.2021;62;172;42;42;44;5;4;433
10.04.2021;92;135;29;37;31;5;7;310
11.04.2021;83;164;85;33;34;5;10;266
12.04.2021;41;124;13;38;49;4;6;457
13.04.2021;44;172;19;41;45;6;7;449
14.04.2021;45;150;18;34;56;5;7;407
15.04.2021;43;156;17;47;62;0;6;396
16.04.2021;61;175;27;46;49;9;1;442
17.04.2021;108;136;37;30;50;7;6;350
18.04.2021;65;84;39;29;15;3;2;186
19.04.2021;45;177;23;43;44;2;3;393
20.04.2021;56;246;66;61;67;10;9;570
21.04.2021;46;248;51;60;69;2;6;461
22.04.2021;34;211;43;59;51;11;3;473
23.04.2021;98;281;75;75;75;15;8;632
24.04.2021;113;244;112;58;38;12;11;410
25.04.2021;87;228;133;41;22;4;8;288
26.04.2021;41;245;50;66;61;6;10;543
27.04.2021;61;315;86;65;64;10;8;635
28.04.2021;46;323;91;81;62;12;8;573
29.04.2021;49;177;10;56;55;10;6;467
30.04.2021;76;213;34;60;81;10;6;496
01.05.2021;111;140;53;39;18;2;4;260
02.05.2021;68;98;24;25;18;6;5;203
03.05.2021;32;219;29;61;79;4;5;475
04.05.2021;40;149;15;35;45;8;3;418
05.05.2021;30;148;15;38;57;7;6;435
06.05.2021;52;155;18;39;40;2;2;425
07.05.2021;67;168;29;39;46;7;3;457
08.05.2021;105;259;93;61;52;8;7;437
09.05.2021;102;371;296;71;33;13;21;489
10.05.2021;51;301;68;72;39;14;6;555
11.05.2021;52;228;32;55;50;13;3;513
12.05.2021;61;234;18;79;68;17;5;642
13.05.2021;182;233;64;56;27;9;6;275
14.05.2021;97;248;54;60;69;11;4;511
15.05.2021;102;168;27;51;41;8;7;357
16.05.2021;80;126;31;46;24;6;3;279
17.05.2021;50;195;29;47;58;9;0;558
18.05.2021;54;207;15;41;56;6;11;522
19.05.2021;76;243;28;52;61;8;5;510
20.05.2021;58;276;50;86;67;10;12;553
21.05.2021;69;240;48;78;77;10;9;615
22.05.2021;127;166;48;56;44;12;2;373
23.05.2021;123;176;63;41;29;10;8;260
24.05.2021;86;229;116;76;37;19;10;363
25.05.2021;72;183;26;62;51;14;8;526
26.05.2021;57;174;13;55;43;14;7;515
27.05.2021;47;203;22;57;62;9;5;508
28.05.2021;79;329;66;72;68;18;12;630
29.05.2021;153;295;115;82;52;29;10;480
30.05.2021;121;396;189;76;33;28;9;425
31.05.2021;60;444;110;106;72;21;11;798
01.06.2021;79;498;132;113;75;20;13;810
02.06.2021;94;536;120;125;95;22;10;887
03.06.2021;121;430;118;96;50;18;5;594
04.06.2021;101;392;98;94;82;16;5;719
05.06.2021;149;265;63;79;53;15;5;538
06.06.2021;124;199;48;52;32;17;4;321
07.06.2021;67;311;46;89;65;15;9;632
08.06.2021;74;407;51;119;78;21;7;686
09.06.2021;76;429;73;110;66;23;7;721
10.06.2021;88;460;99;109;81;22;9;755
11.06.2021;84;503;122;137;85;22;11;815
12.06.2021;153;359;88;90;66;16;7;502
13.06.2021;172;372;207;84;49;25;4;465
14.06.2021;60;528;106;133;81;21;12;920
15.06.2021;74;518;102;131;72;20;16;799
16.06.2021;94;523;111;123;87;21;7;847
17.06.2021;74;510;89;128;77;23;13;831
18.06.2021;144;494;112;159;86;35;8;884
19.06.2021;212;395;122;83;44;28;16;601
20.06.2021;172;319;82;57;34;17;11;398
21.06.2021;69;381;47;119;92;16;11;822
22.06.2021;63;375;43;107;77;20;7;717
23.06.2021;70;414;52;119;74;23;5;725
24.06.2021;72;336;29;95;64;19;5;649
25.06.2021;98;403;70;127;80;24;4;696
26.06.2021;194;404;141;98;70;32;15;598
27.06.2021;151;359;134;74;30;21;8;413
28.06.2021;88;390;59;121;90;16;10;728
29.06.2021;68;359;45;101;75;15;14;732
30.06.2021;92;307;26;100;78;20;7;703
01.07.2021;56;266;37;84;69;11;10;712
02.07.2021;114;368;92;122;87;18;5;727
03.07.2021;193;399;144;70;60;34;13;600
04.07.2021;153;224;85;62;22;18;3;391
05.07.2021;66;349;38;92;59;12;13;638
06.07.2021;52;423;57;105;76;17;9;709
07.07.2021;66;377;63;93;76;26;11;644
08.07.2021;68;317;29;90;59;20;7;621
09.07.2021;120;275;40;107;68;17;4;729
10.07.2021;232;399;97;89;58;32;13;591
11.07.2021;180;247;74;73;28;21;2;394
12.07.2021;87;379;66;97;70;19;7;679
13.07.2021;73;293;33;88;55;10;6;632
14.07.2021;57;275;27;66;65;11;5;608
15.07.2021;77;329;33;108;77;18;8;682
16.07.2021;115;349;68;100;80;18;8;662
17.07.2021;209;284;78;68;46;20;16;501
18.07.2021;185;339;149;71;39;19;10;470
19.07.2021;75;368;84;91;78;19;12;694
20.07.2021;62;405;88;91;61;22;11;626
21.07.2021;89;416;92;92;62;24;6;677
22.07.2021;82;419;89;107;61;27;7;695
23.07.2021;112;459;101;100;57;23;17;710
24.07.2021;188;301;84;66;54;22;12;545
25.07.2021;167;260;58;69;31;19;9;388
26.07.2021;66;319;48;70;46;8;12;630
27.07.2021;76;396;59;79;57;19;5;635
28.07.2021;102;342;34;71;50;14;7;614
29.07.2021;81;377;78;94;81;27;14;681
30.07.2021;132;377;114;97;67;24;8;703
31.07.2021;177;294;81;87;55;20;7;534
01.08.2021;183;163;60;49;37;17;9;395
02.08.2021;74;289;36;66;59;24;3;579
03.08.2021;66;264;37;55;55;7;4;547
04.08.2021;86;322;34;57;45;24;7;564
05.08.2021;72;273;49;52;64;14;7;575
06.08.2021;98;306;51;78;64;20;9;651
07.08.2021;157;259;63;62;41;21;10;524
08.08.2021;174;191;73;62;46;23;8;385
09.08.2021;78;305;61;59;55;17;13;604
10.08.2021;62;345;56;79;75;20;7;610
11.08.2021;98;432;93;77;69;26;10;686
12.08.2021;90;434;107;109;70;21;8;702
13.08.2021;119;409;94;62;51;30;10;638
14.08.2021;188;400;132;69;54;23;14;651
15.08.2021;176;305;144;57;35;24;7;432
16.08.2021;53;252;29;64;57;16;3;587
17.08.2021;74;264;30;66;52;14;8;554
18.08.2021;77;257;48;54;52;12;1;503
19.08.2021;72;295;36;74;57;23;4;580
20.08.2021;102;345;90;78;63;17;9;675
21.08.2021;206;403;134;82;44;29;15;555
22.08.2021;150;155;40;45;21;16;6;379
23.08.2021;72;287;32;67;62;14;8;638
24.08.2021;66;384;83;83;71;27;10;654
25.08.2021;65;411;109;88;88;27;17;714
26.08.2021;62;257;38;74;52;15;7;606
27.08.2021;93;248;37;71;59;16;8;680
28.08.2021;170;170;38;38;37;20;7;446
29.08.2021;177;111;19;40;23;11;6;401
30.08.2021;60;248;34;55;43;12;4;589
31.08.2021;66;337;59;86;77;21;3;630
01.09.2021;64;367;88;70;77;22;9;641
02.09.2021;79;439;117;104;79;19;16;788
03.09.2021;112;478;146;141;117;28;11;876
04.09.2021;203;370;131;85;79;39;14;647
05.09.2021;231;382;181;77;40;21;14;539
06.09.2021;76;459;104;117;91;30;13;804
07.09.2021;68;435;97;96;101;21;6;755
08.09.2021;88;534;125;108;89;35;13;889
09.09.2021;92;484;97;100;89;25;8;803
10.09.2021;125;417;76;120;83;20;10;843
11.09.2021;194;268;65;78;53;25;9;538
12.09.2021;200;300;109;57;51;23;15;433
13.09.2021;74;321;67;111;78;22;4;707
14.09.2021;79;433;77;118;71;29;12;770
15.09.2021;68;341;37;98;76;20;5;784
16.09.2021;72;326;32;120;83;23;4;698
17.09.2021;109;342;66;105;98;23;5;664
18.09.2021;193;305;102;76;56;22;13;539
19.09.2021;154;179;75;29;36;18;9;371
20.09.2021;60;294;31;79;79;15;6;573
21.09.2021;47;370;64;95;72;20;7;653
22.09.2021;67;356;75;130;84;19;8;673
23.09.2021;74;352;78;115;106;20;9;747
24.09.2021;107;351;81;123;101;25;4;727
25.09.2021;212;313;138;66;65;32;11;593
26.09.2021;202;249;124;59;48;35;9;498
27.09.2021;68;310;37;80;71;17;10;650
28.09.2021;57;376;63;105;102;21;3;717
29.09.2021;62;305;35;97;89;20;7;774
30.09.2021;89;381;49;89;100;18;7;741
01.10.2021;121;402;84;129;114;27;15;924
02.10.2021;219;257;95;61;61;27;18;537
03.10.2021;206;175;71;37;20;32;7;407
04.10.2021;44;284;44;78;68;20;7;662
05.10.2021;62;313;35;89;99;23;6;794
06.10.2021;72;271;27;80;80;26;2;714
07.10.2021;90;333;43;110;96;16;8;765
08.10.2021;102;309;72;123;98;38;16;775
09.10.2021;216;303;124;105;102;23;11;655
10.10.2021;168;203;126;48;31;23;9;412
11.10.2021;62;269;31;120;74;18;4;674
12.10.2021;59;248;18;75;67;16;4;688
13.10.2021;63;260;27;85;82;20;5;695
14.10.2021;72;241;21;65;75;19;11;599
15.10.2021;115;266;35;69;86;19;8;748
16.10.2021;177;190;41;50;52;27;6;470
17.10.2021;187;123;36;33;27;22;4;318
18.10.2021;78;254;39;60;75;21;8;570
19.10.2021;79;262;28;57;88;24;6;653
20.10.2021;63;288;45;60;68;20;11;602
21.10.2021;77;189;9;61;85;20;9;662
22.10.2021;112;236;26;95;78;24;5;703
23.10.2021;190;183;31;42;43;26;6;435
24.10.2021;168;202;78;57;41;23;8;451
25.10.2021;54;272;38;69;86;12;12;677
26.10.2021;60;256;32;67;79;14;13;669
27.10.2021;72;281;31;90;81;15;8;649
28.10.2021;86;349;67;95;110;28;9;876
29.10.2021;107;308;56;102;104;22;6;837
30.10.2021;201;175;40;57;57;15;8;484
31.10.2021;201;207;81;47;58;18;11;418
01.11.2021;114;233;24;66;75;20;10;497
02.11.2021;64;302;16;66;99;15;4;752
03.11.2021;56;256;21;72;102;10;5;689
04.11.2021;61;205;11;49;114;18;6;723
05.11.2021;96;217;18;63;118;24;11;718
06.11.2021;193;147;19;57;66;20;3;432
07.11.2021;156;87;6;29;22;13;6;306
08.11.2021;61;224;8;76;96;12;1;665
09.11.2021;68;330;15;85;119;20;10;776
10.11.2021;64;231;15;67;86;12;5;579
11.11.2021;72;246;22;60;107;14;6;680
12.11.2021;126;217;16;69;85;15;4;620
13.11.2021;190;116;13;47;66;21;14;447
14.11.2021;170;84;8;22;19;9;4;257
15.11.2021;57;178;11;49;74;16;10;515
16.11.2021;70;227;17;61;85;8;9;609
17.11.2021;66;183;8;48;73;10;8;563
18.11.2021;72;221;14;64;113;17;6;640
19.11.2021;88;208;17;87;95;26;4;669
20.11.2021;184;133;13;31;51;22;6;427
21.11.2021;151;86;14;25;30;13;5;289
22.11.2021;54;230;16;86;118;14;9;657
23.11.2021;69;221;6;64;98;13;7;672
24.11.2021;59;184;13;55;73;12;4;525
25.11.2021;74;178;14;70;93;16;4;516
26.11.2021;95;205;8;77;130;17;9;698
27.11.2021;167;96;7;31;85;13;7;489
28.11.2021;163;48;5;13;29;18;6;286
29.11.2021;58;195;10;78;133;13;3;761
30.11.2021;49;214;8;92;193;15;10;894
01.12.2021;59;204;6;58;119;19;8;682
02.12.2021;71;224;8;65;132;18;13;726
03.12.2021;82;190;7;73;128;16;11;682
04.12.2021;174;86;1;36;69;15;4;466
05.12.2021;139;56;4;17;27;4;7;274
06.12.2021;60;210;11;71;106;18;13;650
07.12.2021;53;228;6;60;102;11;13;709
08.12.2021;58;198;6;72;102;9;6;679
09.12.2021;74;194;9;63;99;19;10;699
10.12.2021;96;224;5;79;129;12;9;746
11.12.2021;149;92;4;40;51;13;7;415
12.12.2021;136;42;1;21;26;13;4;236
13.12.2021;60;191;8;67;97;16;5;644
14.12.2021;67;183;11;65;109;10;4;615
15.12.2021;66;207;8;50;91;6;6;585
16.12.2021;106;225;14;62;105;13;7;659
17.12.2021;135;213;16;65;110;12;3;703
18.12.2021;165;103;10;42;76;11;10;401
19.12.2021;140;50;5;29;37;9;3;235
20.12.2021;79;262;17;78;126;11;6;757
21.12.2021;64;173;8;56;151;8;9;710
22.12.2021;91;146;5;46;116;12;7;650
23.12.2021;132;138;3;56;81;10;10;644
24.12.2021;113;71;4;19;33;2;4;296
25.12.2021;79;21;2;25;22;6;2;241
26.12.2021;72;20;0;33;20;3;3;248
27.12.2021;64;89;5;31;50;6;3;379
28.12.2021;51;88;7;29;62;9;1;359
29.12.2021;70;79;4;35;91;5;6;379
30.12.2021;91;93;11;32;82;12;9;448
31.12.2021;82;111;29;28;53;12;5;326
01.01.2022;197;73;12;16;35;11;3;204
02.01.2022;50;51;14;18;21;5;4;210
03.01.2022;53;120;1;35;80;8;5;416
04.01.2022;42;106;2;29;82;14;5;427
05.01.2022;47;135;4;35;79;10;3;442
06.01.2022;66;242;14;35;83;12;6;581
07.01.2022;56;97;3;48;84;9;5;459
08.01.2022;118;109;5;36;59;15;4;434
09.01.2022;104;34;5;28;35;10;1;248
10.01.2022;66;216;4;51;89;7;6;571
11.01.2022;55;162;4;40;90;15;6;550
12.01.2022;46;127;8;40;101;6;5;511
